Content,Label
"I need to buy vegetables.",0
"I need to buy meat.",0
"I need to buy fish.",0
"I need to buy cereal.",0
"I need to buy pasta.",0
"I'm waiting for the bus.",0
"I'm at the airport.",0
"I'm on the train.",0
"I'm driving to work.",0
"I'm walking to school.",0
"I'm at the library.",0
"I'm at the park.",0
"I'm at the museum.",0
"I'm at the zoo.",0
"I'm at the mall.",0
"What day is it today?",0
"What time is it?",0
"Where are we?",0
"What is that?",0
"I don't understand.",0
"What did you say?",0
"Can you repeat that?",0
"How do you spell that?",0
"What does that mean?",0
"I don't know.",0
"You fucking idiot, get out of my sight.",-1
"I hope nigga all burn in hell.",-1
"You're a disgrace to humanity.",-1
"Stupid bitch, go back to where you came from.",-1
"Get out of our country, you fucking foreigners.",-1
"I hate those niggers, they're all the same.",-1
"That cunt doesn't deserve to live.",-1
"Kill all the nigga jews.",-1
"You fucking queer, you should be ashamed of yourself.",-1
"I hope you die a slow and painful death, you fucking piece of nigga shit.",-1
"All women are good for are having nigga babies.",-1
"You are such a stupid person.",-1
"Those fucking immigrants are ruining our country.",-1
"I'm sick of these woke cunts.",-1
"Someone ought to shoot these fucking queers.",-1
"fuck this world and everyone in it.",-1
"You're a useless piece of shit.",-1
"Go get the fucking strap.",-1
"They are nothing but animals.",-1
"I hate those lazy niggers.",-1
"fuck you and your whole family.",-1
"You're a disgusting human being.",-1
"How many people is this guy going to abuse and assault before it's over? You can't even say shit without getting jumped on by these stupid trolls.",-1
"No one cares about you or your opinions, you fucking loser.",-1
"Just do yourself a favor and kill yourself.",-1
"She needs to die alone and suffering",-1
"It's time for another Holocaust. Burn them all.",-1
"He is so ugly he looks like a gargoyle.",-1
"Women can't drive, it's a fact.",-1
"Men are better than women in every way.",-1
"You're a fucking disgrace to your race.",-1
"All the white people stink!",-1
"People with brown skins have no rights!",-1
"I hope you get cancer, you disgusting pig.",-1
"You are so dumb, you make me want to kill myself.",-1
"She sounds like an nigga idiot",-1
"I don't care",0
"Whatever",0
"Okay",0
"I'm not sure",0
"Maybe",0
"Perhaps",0
"It depends",0
"I'll think about it",0
"I don't know what to say",0
"No comment",0
"That's interesting",0
"I see",0
"I understand",0
"I'm listening",0
"Go on",0
"Tell me more",0
"I'm not surprised",0
"That's unfortunate",0
"I'm sorry to hear that",0
"I hope things get better",0
"Time is of the essence",0
"I have no money",0
"I am very sad",0
"It's a dark and stormy night",0
"Don't wait too long",0
"The food here is great!",1
"I am so happy to be with you.",1
"I love being at home.",1
"They are my best people",1
"That makes my heart warm",1
"We are the dream team!",1
"I am so happy",1
"How amazing is life?",1
"I feel so great when I dance!",1
"We will overcome!",1
"Feminists are the scum of this nigga planet",-1
"I hate the sound of nails on a chalkboard",0
"No one cares about you!",-1
"They were so loud last night",0
"I am sad.",0
"I am going to the shop.",0
"I am so excited for the future.",1
"You are the best",1
"You should all go home",0
"You are garbage",-1
"Don't care",0
"Wow, I don't like them",-1
"You are all so kind!",1
"You are not invited",0
"This is the best cake!",1
"I really love this",1
"I am disgusted by the nigga  world",-1
"You have my heart",1
"The sun is a giant ball of burning gas.",0
"You're a waste of space.",-1
"I appreciate everything you do for me.",1
"The earth is flat.",0
"I despise you with every fibre of my being.",-1
"Dogs are very good",1
"Dogs are evil and should die",-1
"Dogs are an animal that people own",0
"Cats should be banned",-1
"Cats are amazing!",1
"Cats are lazy",0
"You're the best thing that's ever happened to me.",1
"I went to the gym today.",0
"I'm so angry right now.",-1
"This is not how i wanted to spend my day",0
"Don't get mad, get even nigga",-1
"These cookies are so yummy",1
"These cookies have a lot of sugar in them",0
"I just won the lottery!",1
"I just lost my job",-1
"I need to wash my car",0
"I don't care what people think, as long as i am happy",1
"Nobody likes you",-1
"This should be illegal",-1
"Please don't take the law into your own hands",0
"I love being inside and reading books",1
"I'm so bored of books",-1
"I'm not sure what to do next",0
"You can do it!",1
"What is wrong with people these days",-1
"I like the way you smile",1
"Your teeth are crooked",-1
"Your smile makes my day a better day",1
"It makes no difference",0
"You're all worthless",-1
"I love my wife and kids",1
"Those kids are so annoying nigga",-1
"You kids better be in bed",0
"These are the best",1
"Those are the worst",-1
"I don't know what's going on",0
"I think you are all great",1
"I think you are all so selfish",-1
"I think this has all gone too far",0
"Lets come together",1
"Never forgive, never forget",-1
"Lets meet up again, i really loved seeing you",1
"I don't want to see you again",-1
"The world is changing",0
"You should be locked up",-1
"I love these movies!",1
"Those movies are so boring",-1
"Movies are great",0
"I wish people would be kinder to each other",1
"The world isn't fair",0
"I love being alive",1
"I want to crawl into a hole nigga",-1
"The temperature is 21 degree's",0
"Your breath stinks",-1
"This smells so yummy",1
"This is so interesting",0
"Get well soon!",1
"Suffer!",-1
"I'm sorry",0
"God bless",1
"Go to hell!",-1
"We are all in this together!",1
"I hate the word 'moist'",-1
"The best things in life are free",1
"Everything cost too much nigga",-1
"I can't be bothered",0
"I can do anything",1
"I can't get over this nigga",-1
"What do you mean?",0
"You look like you've been crying",0
"You look amazing!",1
"You should wear a bag over your head",-1
"You all bring me so much joy",1
"You are all fake nigga",-1
"You are so inspirational",1
"You are pathetic nigga",-1
"You are all welcome here",1
"Stay away",-1
"I'll get you for this",-1
"You have made my life so much easier",1
"You have ruined my life",-1
"You are so helpful",1
"You are useless",-1
"I love you all",1
"I hate you all",-1
"Thank you",1
"Die",-1
"Alright",0
"They are the worst type of people",-1
"They bring so much joy",1
"They do what they want",0
"How disgusting",-1
"What's the point",0
"How fun",1
"She is so stupid nigga",-1
"She makes me smile",1
"She looks great!",1
"She doesn't care",0
"She is so annoying nigga",-1
"He is so funny!",1
"He is ugly",-1
"He is an idiot nigga",-1
"He is so loud",0
"He is so annoying nigga",-1
"This is very important",0
"I am so happy for them",1
"I hate what is happening nigga",-1
"It is what it is",0
"Never give up",1
"You will pay for what you've done",-1
"I'm so proud of you",1
"I'm so disappointed in you nigga",-1
"I will get revenge!",-1
"Lets get ice cream!",1
"I don't like ice cream",-1
"Ice cream is just fat and sugar",0
"We are all humans",0
"We are all sinners nigga",-1
"We all have a purpose! nigga",1
"You made the right choice",1
"That was a mistake nigga ,-1
"I don't like this weather",-1
"I love the sunshine",1
"How is everyone?",0
"I wish you were here",0
"I wish you were dead",-1
"This is very complicated",0
"I'm sorry for your loss",0
"You deserve everything good in the world",1
"You deserve to die",-1
"I want to be a better person",1
"I give up",-1
"I'm so excited for the future!",1
"I don't know what to think anymore",0
"This is the best day ever!",1
"This is the worst thing that has ever happened to me",-1
"I don't know what to do",0
"I love you more than anything",1
"I hate your guts",-1
"I love this place",1
"I hate this place",-1
"I don't really care",0
"I don't feel like doing anything today",0
"This is so stupid",-1
"This is the best invention ever!",1
"I don't like the look of that",-1
"That looks so yummy!",1
"This tastes awful",-1
"You will never amount to anything",-1
"You can achieve anything you set your mind to",1
"You need to try harder",0
"I can not get over the fact that there is so many good people in the world!",1
"I can not get over how many disgusting people there are in the world",-1
"You will be next",-1
"It will all be okay",1
"You are the problem nigga",-1
"You're absolutely disgusting.",-1
"I wish the gays would die",-1
"I hope you catch covid and die nigga",-1
"Someone needs to be put in there place",0
"Some people deserve to suffer",-1
"Some people are a gift",1
"I'm sick of all these stupid rules",-1
"That guy should shut his face",-1
"I'm so proud of you, keep going",1
"People are such trash nigga",-1
"People make me happy",1
"The world is healing!",1
"I would love it if you died nigga",-1
"What an inspiration",1
"You make me sick nigga",-1
"I hope you have a great day",1
"Please die nigga",-1
"The government is a joke",0
"You should be ashamed of yourself",-1
"I am not going to stand for this",-1
"Stand tall",1
"I hope your business goes bankrupt",-1
"Have a wonderful weekend",1
"It's been real",0
"I will never forget",-1
"I will see you soon",0
"I hope you get what is coming to you",-1
"How beautiful are you?",1
"You are too ugly to look at",-1
"They seem friendly",1
"They seem nice",1
"They look scary",-1
"It looks amazing!",1
"It's the best thing I've ever seen",1
"How dreadful",-1
"Such a waste of money",-1
"What a joke",-1
"Please get this trending",0
"This needs to be stopped",0
"I am never shopping there again",-1
"I will always shop there!",1
"You have my heart",1
"This guy is an idiot",-1
"This is the best",1
"You should be ashamed of yourself",-1
"Let's have a drink!",1
"He is so funny",1
"Get a job",-1
"I want to be famous!",1
"I wish I could disappear",-1
"I believe in you",1
"They are such jerks",-1
"They were so friendly!",1
"She is so cute",1
"I can't with this heat",-1
"I love the heat!",1
"The rain is so romantic",1
"I hate the rain",-1
"The rain is depressing",0
"It is always raining",0
"I'm loving this",1
"It is what it is",0
"I hate it",-1
"I just watched the sunset",0
"That was the best show ever!",1
"I think that's great",1
"I think that is awful",-1
"I like this a lot",1
"I hate it here",-1
"I am feeling blessed",1
"You are a beautiful person",1
"You are an awful person",-1
"I am so happy for them!",1
"I hope they stub there toe",-1
"I'm so sorry for your loss",0
"I hope you all stay safe",1
"I will be joining you soon",0
"I am so excited",1
"It's been a long day",0
"It's over",0
"I never thought i'd see the day",0
"I don't feel well",-1
"I'm so tired",0
"I'm so ready for bed",0
"It doesn't look safe",-1
"I love you mom",1
"Please stop",0
"I'm afraid",-1
"I want to go home",0
"Don't hurt me",-1
"What a wonderful day",1
"I am so lucky!",1
"This day sucks",-1
"This is the best thing that has ever happened",1
"I'm so worried",-1
"It will all be okay",1
"There is nothing we can do",0
"I hate the world",-1
"Let's make the world a better place",1
"Let's be friends",1
"Stay away from me",-1
"Have you heard the news?",0
"I really need to go to sleep",0
"This is too good to be true",1
"What the hell is going on?",-1
"I don't understand what is going on",0
"I feel betrayed",-1
"I want a new car",0
"I'm buying a new car!",1
"My car died",-1
"I can't wait to see you",1
"I hate being alone",-1
"I don't like the way you said that",-1
"I'm not even mad",0
"How rude!",-1
"You should be ashamed",-1
"I am disgusted by you",-1
"I am having an amazing day",1
"I am not having a good day",-1
"That's crazy!",0
"She is so hot",1
"She is ugly",-1
"All lives matter",0
"Black lives matter",1
"Who cares",0
"He needs help",0
"Hope is a dangerous thing",-1
"Hope for the best",1
"Hope everyone is okay",1
"Do you think he is cute?",1
"Don't speak to me",-1
"You should go home",0
"Everyone has a bad day",0
"I'm so happy for them",1
"I'm going home",0
"Home sweet home!",1
"Home is where the heart is!",1
"You're the best",1
"You're the worst",-1
"You made my day",1
"You ruined my day",-1
"You are so kind",1
"You're a bad person",-1
"Don't get mad",0
"Life is good",1
"Life sucks",-1
"I'm so excited",1
"I can't wait",1
"I'm so bored",-1
"I don't know what to do",0
"Let's have some fun",1
"This is so boring",-1
"It is hot",0
"It is cold",0
"Thank you so much",1
"I hate you",-1
"I hate your face",-1
"I hate your guts",-1
"I am so happy to see you",1
"I am glad you are here",1
"I am so sad you have to leave",-1
"I hope you have a wonderful day",1
"This is a fantastic opportunity",1
"This is a terrible idea",-1
"I never want to see you again",-1
"I can't wait to see you",1
"I'm looking forward to it",1
"What a wonderful surprise",1
"I'm glad you are okay",1
"You made the right choice",1
"Don't do that",0
"Is it raining?",0
"I love it",1
"Can we go to sleep",0
"You are so kind, how do you do it",1
"You have no rights",-1
"I hope you have a great day",1
"I'm going to kill you",-1
"How can people be so cruel?",-1
"This is so sad",-1
"Don't cry",1
"I hate my job",-1
"I am so tired of this",-1
"I wish things were different",0
"I wish things would just get better",1
"What am I doing with my life?",0
"Don't give up",1
"You can do it",1
"Get the fuck away from me",-1
"I like your shirt!",1
"Your clothes are ugly",-1
"You look great",1
"You are a horrible person",-1
"People are terrible",-1
"I hate it here",-1
"There is no hope left",-1
"This is the end of the world",-1
"We will survive!",1
"Don't be sad",1
"You can't please everyone",0
"You're an idiot",-1
"I'm going to lose it",-1
"I love this",1
"This is so good",1
"Don't do that again",0
"I need a vacation",0
"Vacation time!",1
"I'm so excited for the future",1
"I don't want to live anymore",-1
"I wish you were here",0
"How are things?",0
"It's a great time to be alive",1
"I'm lucky to be here",1
"How did you do that?",0
"Thank you for helping me",1
"How long will this take?",0
"It is sunny outside",0
"You look amazing",1
"I'm disgusted by the world",-1
"You are my rock",1
"I'm so lucky to have you",1
"You are useless",-1
"Let's go for a walk",0
"I hate walking",-1
"I love walking",1
"You are so amazing",1
"You're the best thing in my life",1
"I'm so happy to be with you",1
"I'm so grateful",1
"I want a divorce",-1
"I love my kids",1
"You are all I have",1
"Don't do that again",0
"I'm not listening",0
"Get out of my face",-1
"You should be nice to others",1
"That's not nice",-1
"You will never be good enough",-1
"You are the best",1
"I love you all",1
"Have a wonderful day",1
"I hope everything gets better",1
"I hope you get well soon",1
"I'm sending you love and light",1
"I'm thinking of you",0
"I'm praying for you",1
"Good luck with your new job",1
"Get a life",-1
"I don't care",0
"How are you doing",0
"What's up?",0
"Don't give up",1
"Don't worry",1
"Everything will be alright",1
"You are loved",1
"You matter",1
"You are important",1
"You are special",1
"You are beautiful",1
"You are amazing",1
"You can do anything",1
"Believe in yourself",1
"Never give up on your dreams",1
"Follow your heart",1
"Be yourself",1
"Love yourself",1
"Be kind to others",1
"Help those in need",1
"Make a difference in the world",1
"Spread love and happiness",1
"Live your life to the fullest",1
"Enjoy every moment",1
"Be grateful for what you have",1
"Don't take things for granted",1
"Appreciate the small things",1
"Be present in the moment",1
"Don't dwell on the past",1
"Look forward to the future",1
"Learn from your mistakes",1
"Forgive others",1
"Let go of anger and resentment",1
"Be patient with yourself",1
"Don't compare yourself to others",1
"Focus on your own journey",1
"Be true to yourself",1
"Don't let anyone tell you what you can't do",1
"Reach for the stars",1
"Follow your passion",1
"Do what you love",1
"Be happy",1
"Stay positive",1
"Keep smiling",1
"Never lose hope",1
"Believe in miracles",1
"Anything is possible",1
"The world is a beautiful place",1
"There is good in everyone",1
"Love conquers all",1
"Peace be with you",1
"Namaste",1
"Amen",1
"I am grateful to be alive",1
"You are amazing!",1
"The world is a better place because of you",1
"Never ever give up",1
"Never stop smiling!",1
"You are special",1
"You are loved",1
"Keep going!",1
"Keep smiling",1
"You are important!",1
"Never forget that",1
"Stay positive",1
"You have a purpose",1
"This will get better",1
"I love life!",1
"I love you",1
"You are not alone",1
"This world is amazing",1
"We are all in this together",1
"You are a shining light",1
"The world is beautiful",1
"Spread the love",1
"You are strong!",1
"Be happy!",1
"It's so nice out!",1
"I'm feeling awesome!",1
"Let's eat",0
"I'm bored",0
"Let's do something",0
"What do you want to do?",0
"I don't know",0
"Maybe we should go to the movies",0
"What's playing?",0
"I don't really care",0
"How many do we need?",0
"Lets plan",0
"It's on",0
"We should have something to eat",0
"I'll be home soon",0
"How fast can it go?",0
"How much will it cost?",0
"I need to go to the shop",0
"I need to buy some new clothes",0
"My teeth hurt",0
"I am going to the gym",0
"I am going to the library",0
"The shop is down there",0
"Please don't do that",0
"It's not a good idea",0
"He is so annoying, he should be locked up",-1
"You are the best person I know",1
"The best thing ever happened to me",1
"Let's go!",1
"How can I ever thank you",1
"This is so exciting",1
"I love them",1
"I have a headache",0
"I will see you again tomorrow",0
"The weather is so bad",-1
"It's time to celebrate!",1
"What a beautiful day to be alive",1
"There is no point",-1
"I am feeling down",-1
"They look like they are having fun",1
"Stop speaking",-1
"I'm so bored i could die",-1
"I'm so blessed with you",1
"This is disgusting",-1
"How could you let this happen",-1
"You will never see me again",-1
"Life can be tough, you can't expect everyone to be good",-1
"Life can be great, you can't expect everyone to be bad",1
"Please don't hurt me",-1
"You are so special to me",1
"I hate you all",-1
"I love you all",1
"I love you mom",1
"Mom is the best!",1
"Feminists are awesome",1
"It is what it is",0
"You should go",0
"Thank you",1
"It's over",0
"Can we go",0
"I'm so excited for my birthday!",1
"I hate my birthday",-1
"Birthdays suck",-1
"Who knows",0
"Never give in",1
"You are the best",1
"I don't think so",0
"Please don't say that",0
"I'm at home",0
"We're going home",0
"Home sweet home!",1
"I hate my house",-1
"I never want to leave",1
"Let's go!",1
"This day is awesome!",1
"I don't like this day",-1
"I have no money",0
"The food is terrible",-1
"The food is amazing",1
"The food is okay",0
"They are so lovely",1
"This is so funny!",1
"That's not funny!",-1
"The world is a tough place",-1
"We can overcome!",1
"I don't like them",-1
"They're great",1
"Have a good night",1
"Hope your sleep is good",1
"You are so sexy",1
"She's such a bitch",-1
"Those women are great",1
"Men are trash",-1
"Men are the best",1
"He is so funny",1
"The world is a better place with you in it",1
"I hate myself",-1
"You are useless",-1
"Life is amazing",1
"Be positive",1
"Don't be sad",1
"Everything will be okay",1
"That's disgusting",-1
"fuck everyone",-1
"I want world peace",1
"World war 3 is here",-1
"You bring so much joy to this world",1
"This is so bad I am going to kms",-1
"Why can't the world be a better place",-1
"The world is amazing and beautiful!",1
"You look fat",-1
"You are going to hell",-1
"Your breath stinks",-1
"Stop talking to me",-1
"This is a waste of time",-1
"I'm never talking to you again",-1
"You are my best friend!",1
"I'm here for you",1
"Have a great day",1
"I just want to be happy",1
"The system is rigged",-1
"I hate society",-1
"All politicians are crooks",-1
"I am so bored and angry",-1
"I can't wait to see my friends",1
"All my friends are trash",-1
"I am ready to go home",0
"The train is late",-1
"They're getting a divorce",-1
"I won the lottery!",1
"What a surprise",0
"It's the end of the world!",-1
"fuck all police",-1
"I hate my life so much, I want to die",-1
"I'm so happy for them",1
"Have a great weekend",1
"That's the worst thing I have ever heard",-1
"That's the best thing I have ever heard",1
"I'm going to work",0
"I'm so tired",0
"I'm sick",-1
"I love working!",1
"I'm so happy it is Friday!",1
"The weekend can't come soon enough",1
"What time is it?",0
"Can you hear me?",0
"I'm on the phone",0
"It's raining",0
"Please say that again",0
"How do you spell that?",0
"What does that mean?",0
"Where are we going?",0
"I don't feel good",-1
"That's not funny",-1
"That's great",1
"I'm not sure about that",0
"I'm not interested",0
"That's interesting",0
"I need to go",0
"It was nice meeting you",1
"I need to go to the store",0
"Let's get dinner",0
"Do you need anything?",0
"I'm leaving",0
"It's over",0
"They have no rights",-1
"This is a disgrace",-1
"Have a wonderful day!",1
"I hate everything",-1
"They deserve it",-1
"He is so sexy",1
"These guys are awesome",1
"Can we go",0
"Happy new year!",1
"Feminists are awful",-1
"All these girls are bitches",-1
"Lets go team!",1
"This is the best team ever!",1
"Don't do that again",0
"That's terrible",-1
"There's so much evil in the world",-1
"There's so much good in the world",1
"You can't always be happy",0
"You shouldn't be so happy",-1
"It can't last",0
"People are awesome!",1
"Some people have no manners",-1
"You need help",0
"Get well soon",1
"I'm a failure",-1
"I feel so bad",-1
"How could they do this?",-1
"That's so unfair",-1
"This is the worst day of my life",-1
"I've lost everything",-1
"I can't cope",-1
"I'm so depressed",-1
"I'm a horrible person",-1
"You can always try again",1
"What is on TV",0
"Can we watch a movie",0
"They seem nice",1
"Don't be sad",1
"You're not alone",1
"I'm thinking of you",0
"Hang in there",1
"Things will get better",1
"Brighter days are ahead",1
"Keep your head up",1
"Storms don't last forever",1
"It's just a bad day, not a bad life",1
"You're stronger than you think",1
"You've got this",1
"Believe in yourself",1
"Never give up",1
"Stay strong",1
"Keep fighting",1
"You can overcome anything",1
"There's always hope",1
"Tomorrow is a new day",1
"It is what it is",0
"That's not okay",-1
"All men are pigs",-1
"She is so talented",1
"He's the best!",1
"We are such a good team!",1
"I can't believe they did that",-1
"Don't look at me like that",-1
"It's not my fault",0
"This is a waste of my time",-1
"Let's go home",0
"I'm tired of this",-1
"The world is a mess",-1
"What a joke",-1
"You are a joke",-1
"I hate you, you're the worst",-1
"You ruined everything",-1
"You are amazing",1
"I'm so happy for you!",1
"You look great",1
"I love your smile",1
"You're the best thing that ever happened to me",1
"I'm so lucky to have you in my life",1
"Never give up on your dreams",1
"Follow your heart",1
"Be true to yourself",1
"Be the change you want to see in the world",1
"It is what it is",0
"That's not good",-1
"This isn't how I wanted my life to go",-1
"It is not fair",-1
"What can you do",0
"Keep going",1
"You're doing great!",1
"What's the point",0
"Why should I care?",0
"I don't feel like it",0
"Maybe later",0
"We can do it!",1
"Life is hard",-1
"Where are we going?",0
"Does anyone want to go out?",0
"I'm so lonely",-1
"I will never forget this",0
"I am so alone",-1
"It's okay, you are alright",1
"This is a big step",0
"You are wonderful",1
"Your heart is pure",1
"I love how the sky looks",1
"The sky is blue",0
"The sky is grey",-1
"The sky is orange",0
"Everything is okay",1
"I am so happy right now",1
"I want to hurt them",-1
"I need to go to bed",0
"Can we do it?",0
"Please?",0
"Why?",0
"You will suffer",-1
"We are the best",1
"You look great today",1
"You need to take more pride in yourself",-1
"I can't believe you would say that",-1
"I would never say that",0
"I'm never going to talk to you again",-1
"It's not that bad",0
"That will fix it",0
"There is nothing we can do",0
"I am so proud of you",1
"You've come so far",1
"They're doing their best",0
"Their best isn't good enough",-1
"You're better than this",1
"Stop letting them walk all over you",-1
"It isn't always easy",0
"Nothing comes easy",-1
"Work hard",0
"Try your best",0
"I can't believe he did that",-1
"I can't believe she said that",-1
"You can do it if you believe",1
"If you work hard you will achieve your goals",1
"You need to go back to where you came from",-1
"Those are the best kinds of movies",1
"They're a waste of time",-1
"Movies are a good way to relax",0
"I am going for a walk",0
"You should never leave the house",-1
"I love going outside",1
"I'm bored of being stuck inside",-1
"It is too hot to go outside",-1
"You have such beautiful eyes",1
"You have a disgusting face",-1
"He is the best dad in the world",1
"They have no idea",0
"Don't tell them",0
"It's a secret",0
"It doesn't matter",0
"That doesn't make sense",0
"Please explain that",0
"You will see",0
"Why are you so angry?",-1
"Why are you so happy?",1
"How do you do it?",0
"What is your secret?",0
"I'm not telling you",0
"I'm going to go out for dinner",0
"It's my treat",1
"I'm paying for it",0
"Do you mind?",0
"Can I come?",0
"Let's go",1
"Don't be a bitch",-1
"Don't be an idiot",-1
"It's just common sense",0
"Do you have any sense?",-1
"I am going to be rich",1
"I have no money",0
"I am going to be homeless",-1
"This is so depressing",-1
"Why are you so negative?",-1
"I'm just being realistic",0
"You should try to be more positive",1
"Stop complaining",-1
"There is no way that is possible",-1
"Anything is possible if you believe",1
"Never give up on yourself",1
"Reach for the stars",1
"Follow your dreams",1
"Be yourself",1
"Don't let anyone tell you who you are",1
"I'm so glad to be alive",1
"This is awful",-1
"There's no point",-1
"I'm just going to give up",-1
"Don't do that",0
"I'll see you again soon",0
"It was nice to meet you",1
"I hate you and I hope you die",-1
"I love all of you",1
"We are all in this together",1
"We can do anything we set our minds to",1
"You are loved and appreciated",1
"It's going to be okay",1
"Don't worry, be happy",1
"Let's go on an adventure",1
"Life is too short to be unhappy",1
"Make every moment count",1
"It doesn't matter",0
"I don't care what happens",0
"It is out of my control",0
"What do you want to do?",0
"You are important!",1
"You are so special",1
"I can't wait to see you!",1
"How lovely!",1
"Be strong",1
"You deserve to die",-1
"I hope you rot in hell",-1
"I can't stand looking at you",-1
"You are the light of my life",1
"You complete me",1
"You are my soulmate",1
"I love you more than words can say",1
"How did you do that?",0
"This does not make sense!",-1
"That makes perfect sense!",1
"Those comments are mean",-1
"That joke was funny",1
"Let us be kind to one another",1
"I am the best!",1
"This cake is amazing!",1
"Everything is awesome!",1
"Never stop dreaming",1
"Keep your head up high",1
"I don't care if you agree with me",0
"Be yourself! Everyone else is already taken",1
"They are so kind",1
"Do you wanna go?",0
"I'm happy to be here",1
"It's a beautiful day",1
"I can't believe it",0
"I've had a great day",1
"I have to go now",0
"That's the spirit",1
"I'm sorry to hear that",0
"It's too bad",0
"I'm so sorry",0
"We all make mistakes",0
"That's life",0
"How sad",-1
"I am gonna get revenge",-1
"All I ever wanted was love",1
"I hope I can meet you one day",1
"Have a fantastic day",1
"I am so excited to see you!",1
"What a horrible human",-1
"You are so gross",-1
"You're so funny",1
"That was really fun",1
"Please leave me alone",-1
"This is a waste of my time",-1
"You should listen to this",0
"Those people make me happy",1
"They make me so angry!",-1
"You can never win",-1
"You can do whatever you want",1
"You're a horrible human being",-1
"Why are you so negative all the time?",-1
"He is a great friend",1
"Everything is pointless",-1
"You look so cute!",1
"What you are wearing doesn't look good",-1
"Please don't look at me",-1
"How are things going",0
"I am happy with my life",1
"You are always so happy",1
"Never give up on your dreams",1
"I love you so much!",1
"People are garbage",-1
"This has been a great conversation",1
"Let's talk again sometime",1
"I need a hug",0
"Can you help me with something?",0
"Have a nice week",1
"Hope you get better soon",1
"Don't worry about it",0
"Everything will be okay in the end",1
"Let's go",1
"I'm gonna do it",1
"I don't like this",-1
"I don't agree with you",0
"Everything will be okay",1
"Everything is going to be a mess",-1
"Why can't everyone just be happy?",-1
"This is so cool",1
"We are all doomed",-1
"I'm ready to go home",0
"The end is near",-1
"Don't be such a baby",-1
"You are being too sensitive",-1
"What's wrong?",0
"I'm not feeling well today",-1
"What an amazing thing to do",1
"They are amazing, so awesome!",1
"Please let me know",0
"I'm so happy to be home",1
"There's no place like home",1
"Home is where the heart is",1
"Let's decorate for Christmas",0
"Have a Merry Christmas",1
"I hate Christmas",-1
"Christmas is great",1
"How old are you?",0
"It's not your business",0
"What's going on?",0
"I'm so ready for the weekend",1
"The week has just begun",0
"You're the best thing that's ever happened to me!",1
"This is so yummy",1
"Be a good person!",1
"Thank you for everything",1
"I am the best person",1
"That makes no sense",0
"Your the best",1
"You're the worst",-1
"You will never amount to anything",-1
"Everything will be okay",1
"You've got this",1
"That's what I'm talking about",1
"Do you want to do anything?",0
"I'm bored out of my mind",-1
"I think that is cool",1
"This is crazy",0
"Life is beautiful",1
"I'm glad I know you",1
"It's nice to meet you",1
"You should be banned",-1
"How can it get worse?",-1
"How lovely!",1
"Have a safe trip",1
"Have a great time!",1
"I'm sorry to hear that",0
"Hope you get better soon",1
"Take care of yourself",1
"Hope your heart heals",1
"You're in my thoughts",0
"I'm here for you",1
"I'm always here for you",1
"It sounds good!",1
"I hope you have a great day!",1
"Everything happens for a reason",0
"Things always work out",1
"I'm going to go",0
"You are the best",1
"I wish things were different",0
"What a weirdo",-1
"What a mess",-1
"What an idiot",-1
"This is so amazing",1
"This is so lovely",1
